candidate_id,job_id,match_score,skill_match,exp_match,edu_match,loc_match,field_match
538,125,0.602,0.378,1.0,0.42,0.4,1.0
90,213,0.659,0.481,1.0,0.525,0.4,1.0
1368,406,0.733,0.539,1.0,1.0,0.4,1.0
537,834,0.682,0.426,1.0,1.0,0.4,1.0
1070,487,0.709,0.471,1.0,0.467,1.0,1.0
1146,861,0.51,0.267,0.6,1.0,0.4,1.0
188,15,0.754,0.572,1.0,0.467,1.0,1.0
708,470,0.555,0.101,1.0,1.0,1.0,0.6
1175,411,0.69,0.445,1.0,1.0,0.4,1.0
944,226,0.715,0.51,1.0,0.35,1.0,1.0
226,602,0.536,0.246,0.5,1.0,1.0,1.0
681,794,0.755,0.456,1.0,1.0,1.0,1.0
924,696,0.666,0.258,1.0,1.0,1.0,1.0
276,311,0.402,0.0,1.0,0.525,0.4,0.6
374,507,0.751,0.447,1.0,1.0,1.0,1.0
1452,233,0.725,0.667,1.0,0.35,0.4,1.0
161,715,0.618,0.151,1.0,1.0,1.0,1.0
1308,837,0.729,0.516,1.0,0.467,1.0,1.0
815,195,0.433,0.0,1.0,0.233,1.0,0.6
1329,278,0.546,0.079,1.0,1.0,1.0,0.6
1319,753,0.51,0.0,1.0,1.0,1.0,0.6
1389,930,0.501,0.408,0.5,0.525,0.4,1.0
204,451,0.652,0.333,1.0,0.525,1.0,1.0
465,584,0.548,0.129,1.0,1.0,0.4,1.0
315,838,0.777,0.505,1.0,1.0,1.0,1.0
117,314,0.45,0.0,1.0,1.0,0.4,0.6
1398,658,0.776,0.503,1.0,1.0,1.0,1.0
628,553,0.71,0.453,1.0,0.56,1.0,1.0
1323,535,0.45,0.0,1.0,1.0,0.4,0.6
97,542,0.9,0.778,1.0,1.0,1.0,1.0
1461,981,0.735,0.516,1.0,0.525,1.0,1.0
1155,440,0.73,0.534,1.0,1.0,0.4,1.0
710,697,0.651,0.359,1.0,1.0,0.4,1.0
1269,711,0.462,0.0,1.0,0.525,1.0,0.6
482,110,0.774,0.63,1.0,1.0,0.4,1.0
1298,683,0.51,0.0,1.0,1.0,1.0,0.6
1224,350,0.745,0.566,1.0,1.0,0.4,1.0
387,58,0.813,0.585,1.0,1.0,1.0,1.0
1205,209,0.689,0.309,1.0,1.0,1.0,1.0
39,912,0.778,0.507,1.0,1.0,1.0,1.0
1317,864,0.665,0.507,1.0,0.467,0.4,1.0
1199,879,0.45,0.0,1.0,1.0,0.4,0.6
1364,133,0.542,0.392,0.5,1.0,0.4,1.0
348,703,0.433,0.0,1.0,0.233,1.0,0.6
1437,875,0.833,0.629,1.0,1.0,1.0,1.0
442,682,0.657,0.516,0.5,1.0,1.0,1.0
287,459,0.594,0.546,0.5,0.233,1.0,1.0
223,440,0.32,0.0,0.5,0.35,1.0,0.6
316,705,0.51,0.0,1.0,1.0,1.0,0.6
307,601,0.751,0.447,1.0,1.0,1.0,1.0
1153,814,0.681,0.436,1.0,0.35,1.0,1.0
525,174,0.685,0.603,1.0,0.233,0.4,1.0
1272,247,0.633,0.423,1.0,0.525,0.4,1.0
1139,902,0.579,0.401,0.554,1.0,1.0,0.6
798,977,0.325,0.0,0.5,1.0,0.4,0.6
1063,611,0.457,0.0,1.0,0.467,1.0,0.6
369,892,0.397,0.0,1.0,0.467,0.4,0.6
975,125,0.522,0.344,0.5,0.42,1.0,1.0
1376,151,0.674,0.408,1.0,1.0,0.4,1.0
1148,365,0.722,0.516,1.0,1.0,0.4,1.0
729,265,0.643,0.484,1.0,0.35,0.4,1.0
322,119,0.686,0.436,1.0,1.0,0.4,1.0
282,606,0.668,0.524,1.0,0.42,0.4,1.0
469,105,0.736,0.414,1.0,1.0,1.0,1.0
603,69,0.51,0.0,1.0,1.0,1.0,0.6
364,234,0.671,0.387,1.0,0.467,1.0,1.0
1431,267,0.385,0.0,1.0,0.35,0.4,0.6
200,413,0.715,0.5,1.0,1.0,0.4,1.0
1398,79,0.51,0.0,1.0,1.0,1.0,0.6
838,800,0.723,0.385,1.0,1.0,1.0,1.0
70,336,0.775,0.605,1.0,0.525,1.0,1.0
922,714,0.673,0.577,1.0,0.233,0.4,1.0
1458,912,0.62,0.429,1.0,0.175,1.0,0.6
107,969,0.373,0.0,1.0,0.233,0.4,0.6
520,430,0.619,0.154,1.0,1.0,1.0,1.0
189,987,0.457,0.0,1.0,0.467,1.0,0.6
365,140,0.708,0.484,1.0,1.0,0.4,1.0
293,534,0.433,0.0,1.0,0.233,1.0,0.6
1084,516,0.51,0.0,1.0,1.0,1.0,0.6
1090,91,0.706,0.436,1.0,1.0,1.0,0.6
681,505,0.51,0.0,1.0,1.0,1.0,0.6
829,335,0.67,0.436,1.0,0.233,1.0,1.0
831,353,0.756,0.577,1.0,0.467,1.0,1.0
292,629,0.35,0.0,0.6,1.0,0.4,0.6
730,960,0.741,0.424,1.0,1.0,1.0,1.0
1459,698,0.768,0.617,1.0,1.0,0.4,1.0
454,738,0.481,0.118,1.0,0.175,1.0,0.6
348,55,0.606,0.309,1.0,0.175,1.0,1.0
366,451,0.689,0.309,1.0,1.0,1.0,1.0
1002,858,0.709,0.354,1.0,1.0,1.0,1.0
144,344,0.45,0.0,1.0,1.0,0.4,0.6
1452,546,0.733,0.7,1.0,0.28,0.4,1.0
1157,548,0.535,0.101,1.0,1.0,0.4,1.0
1179,215,0.73,0.4,1.0,1.0,1.0,1.0
69,530,0.751,0.447,1.0,1.0,1.0,1.0
1076,798,0.68,0.422,1.0,1.0,0.4,1.0
1328,846,0.731,0.535,1.0,1.0,0.4,1.0
808,197,0.689,0.426,1.0,0.467,1.0,1.0
290,712,0.433,0.202,0.5,0.175,1.0,1.0
141,615,0.45,0.0,1.0,1.0,0.4,0.6
543,132,0.793,0.539,1.0,1.0,1.0,1.0
1190,285,0.614,0.381,1.0,0.525,0.4,1.0
564,202,0.735,0.41,1.0,1.0,1.0,1.0
1382,849,0.671,0.507,1.0,0.525,0.4,1.0
1484,969,0.668,0.567,1.0,0.233,0.4,1.0
1151,442,0.45,0.0,1.0,1.0,0.4,0.6
943,126,0.561,0.447,0.5,0.35,1.0,1.0
532,85,0.62,0.289,1.0,1.0,0.4,1.0
654,518,0.735,0.516,1.0,0.525,1.0,1.0
716,294,0.51,0.0,1.0,1.0,1.0,0.6
184,893,0.727,0.526,1.0,1.0,0.4,1.0
1271,84,0.45,0.0,1.0,1.0,0.4,0.6
360,975,0.782,0.516,1.0,1.0,1.0,1.0
982,397,0.666,0.535,1.0,0.35,0.4,1.0
1155,786,0.737,0.55,1.0,1.0,0.4,1.0
1277,619,0.584,0.593,0.5,0.525,0.4,1.0
246,664,0.715,0.5,1.0,1.0,0.4,1.0
1105,879,0.479,0.101,1.0,0.233,1.0,0.6
524,66,0.385,0.0,1.0,0.35,0.4,0.6
211,439,0.776,0.503,1.0,1.0,1.0,1.0
61,993,0.51,0.0,1.0,1.0,1.0,0.6
864,523,0.738,0.589,1.0,0.233,1.0,1.0
808,263,0.716,0.369,1.0,1.0,1.0,1.0
1413,209,0.445,0.0,1.0,0.35,1.0,0.6
1283,940,0.775,0.5,1.0,1.0,1.0,1.0
1101,727,0.457,0.0,1.0,0.467,1.0,0.6
541,537,0.705,0.504,1.0,0.28,1.0,1.0
1382,217,0.756,0.592,1.0,1.0,0.4,1.0
467,216,0.605,0.533,0.5,1.0,0.4,1.0
755,621,0.63,0.456,1.0,0.35,0.4,1.0
1306,906,0.585,0.167,1.0,1.0,1.0,0.6
373,194,0.711,0.502,1.0,0.35,1.0,1.0
844,471,0.666,0.258,1.0,1.0,1.0,1.0
1226,270,0.735,0.544,1.0,1.0,0.4,1.0
1008,305,0.742,0.555,1.0,0.42,1.0,1.0
1326,757,0.69,0.444,1.0,1.0,0.4,1.0
986,420,0.62,0.378,0.6,1.0,1.0,1.0
370,883,0.688,0.436,1.0,0.42,1.0,1.0
438,945,0.51,0.0,1.0,1.0,1.0,0.6
976,87,0.689,0.442,1.0,1.0,0.4,1.0
1350,100,0.606,0.125,1.0,1.0,1.0,1.0
312,723,0.51,0.0,1.0,1.0,1.0,0.6
1062,595,0.635,0.429,1.0,0.525,0.4,1.0
517,37,0.704,0.447,1.0,0.525,1.0,1.0
944,78,0.445,0.0,1.0,0.35,1.0,0.6
1012,420,0.51,0.0,1.0,1.0,1.0,0.6
283,54,0.75,0.445,1.0,1.0,1.0,1.0
785,187,0.686,0.713,0.5,1.0,0.4,1.0
1081,635,0.368,0.0,1.0,0.175,0.4,0.6
17,441,0.51,0.0,1.0,1.0,1.0,0.6
1085,501,0.751,0.581,1.0,1.0,0.4,1.0
1354,833,0.751,0.447,1.0,1.0,1.0,1.0
729,529,0.6,0.694,0.5,0.233,0.4,1.0
902,14,0.84,0.645,1.0,1.0,1.0,1.0
1001,435,0.505,0.123,1.0,1.0,0.4,0.6
245,369,0.65,0.5,0.5,1.0,1.0,1.0
218,751,0.536,0.365,0.5,0.467,1.0,1.0
926,752,0.51,0.0,1.0,1.0,1.0,0.6
1236,321,0.337,0.0,0.5,0.525,1.0,0.6
534,32,0.757,0.593,1.0,1.0,0.4,1.0
1252,308,0.648,0.495,0.5,1.0,1.0,1.0
484,490,0.724,0.387,1.0,1.0,1.0,1.0
262,78,0.462,0.0,1.0,0.525,1.0,0.6
206,916,0.49,0.0,1.0,1.0,0.4,1.0
42,777,0.835,0.632,1.0,1.0,1.0,1.0
719,344,0.485,0.077,1.0,1.0,0.4,0.6
216,918,0.373,0.0,1.0,0.233,0.4,0.6
606,516,0.601,0.63,0.5,0.525,0.4,1.0
204,259,0.715,0.471,1.0,0.525,1.0,1.0
583,321,0.65,0.5,0.5,1.0,1.0,1.0
610,467,0.72,0.655,0.5,1.0,1.0,1.0
694,669,0.899,0.775,1.0,1.0,1.0,1.0
1042,377,0.75,0.614,1.0,0.233,1.0,1.0
1057,363,0.433,0.0,1.0,0.233,1.0,0.6
602,781,0.775,0.671,1.0,0.233,1.0,1.0
110,433,0.902,0.783,1.0,1.0,1.0,1.0
1286,374,0.325,0.0,0.5,1.0,0.4,0.6
796,393,0.765,0.478,1.0,1.0,1.0,1.0
479,358,0.759,0.609,1.0,0.35,1.0,1.0
675,186,0.803,0.696,1.0,1.0,0.4,1.0
836,360,0.457,0.0,1.0,0.467,1.0,0.6
582,544,0.856,0.68,1.0,1.0,1.0,1.0
524,659,0.749,0.442,1.0,1.0,1.0,1.0
28,689,0.51,0.0,1.0,1.0,1.0,0.6
252,557,0.603,0.289,1.0,0.233,1.0,1.0
614,545,0.59,0.178,1.0,1.0,1.0,0.6
960,287,0.67,0.401,1.0,1.0,0.4,1.0
166,685,0.545,0.123,1.0,1.0,0.4,1.0
966,173,0.79,0.667,1.0,1.0,0.4,1.0
829,175,0.558,0.387,0.64,0.233,1.0,1.0
899,361,0.67,0.546,0.5,1.0,1.0,1.0
1093,773,0.681,0.474,1.0,0.175,1.0,1.0
482,202,0.685,0.434,1.0,1.0,0.4,1.0
1272,228,0.693,0.539,1.0,1.0,0.4,0.6
877,204,0.45,0.0,1.0,1.0,0.4,0.6
1123,97,0.64,0.333,1.0,1.0,0.4,1.0
5,184,0.613,0.456,1.0,0.175,0.4,1.0
1284,407,0.689,0.453,1.0,0.35,1.0,1.0
886,925,0.663,0.555,1.0,0.233,0.4,1.0
1085,124,0.778,0.639,1.0,1.0,0.4,1.0
1121,680,0.564,0.12,1.0,1.0,1.0,0.6
218,407,0.385,0.0,0.5,1.0,1.0,0.6
862,1,0.661,0.588,1.0,0.467,0.4,0.6
1250,407,0.45,0.0,1.0,1.0,0.4,0.6
68,333,0.649,0.471,1.0,0.467,0.4,1.0
293,934,0.597,0.289,1.0,0.175,1.0,1.0
277,472,0.657,0.372,1.0,1.0,0.4,1.0
752,662,0.745,0.433,1.0,1.0,1.0,1.0
1461,224,0.807,0.572,1.0,1.0,1.0,1.0
348,661,0.625,0.338,1.0,0.233,1.0,1.0
913,523,0.682,0.546,1.0,0.467,0.4,1.0
1419,939,0.662,0.5,1.0,0.467,0.4,1.0
435,770,0.71,0.49,1.0,1.0,0.4,1.0
846,330,0.567,0.365,1.0,0.525,0.4,0.6
564,76,0.51,0.0,1.0,1.0,1.0,0.6
1322,760,0.555,0.378,0.5,1.0,1.0,0.6
1469,813,0.658,0.4,1.0,0.28,1.0,1.0
587,502,0.685,0.507,1.0,0.467,1.0,0.6
1225,568,0.639,0.316,1.0,0.467,1.0,1.0
766,329,0.705,0.462,1.0,0.467,1.0,1.0
316,182,0.51,0.0,1.0,1.0,1.0,0.6
182,267,0.758,0.463,1.0,1.0,1.0,1.0
806,18,0.51,0.354,0.533,0.175,1.0,1.0
852,300,0.686,0.302,1.0,1.0,1.0,1.0
30,355,0.751,0.447,1.0,1.0,1.0,1.0
1357,727,0.712,0.478,1.0,0.467,1.0,1.0
1124,919,0.457,0.0,1.0,0.467,1.0,0.6
123,766,0.621,0.436,0.5,1.0,1.0,1.0
1367,217,0.575,0.423,1.0,0.35,0.4,0.6
627,59,0.551,0.503,0.5,1.0,0.4,0.6
921,205,0.733,0.539,1.0,1.0,0.4,1.0
174,769,0.462,0.0,1.0,0.525,1.0,0.6
524,758,0.655,0.51,1.0,0.35,0.4,1.0
1485,184,0.703,0.474,1.0,1.0,0.4,1.0
1042,407,0.411,0.113,0.5,0.35,1.0,1.0
869,823,0.51,0.0,1.0,1.0,1.0,0.6
165,623,0.302,0.0,0.5,0.175,1.0,0.6
614,18,0.462,0.0,1.0,0.525,1.0,0.6
1185,561,0.707,0.481,1.0,1.0,0.4,1.0
1180,955,0.759,0.609,1.0,0.35,1.0,1.0
312,298,0.803,0.668,1.0,0.525,1.0,1.0
256,151,0.649,0.354,1.0,1.0,0.4,1.0
1198,497,0.722,0.516,1.0,1.0,0.4,1.0
155,838,0.617,0.401,1.0,0.467,0.4,1.0
1049,737,0.807,0.572,1.0,1.0,1.0,1.0
960,256,0.45,0.0,1.0,1.0,0.4,0.6
676,336,0.843,0.651,1.0,1.0,1.0,1.0
711,196,0.802,0.56,1.0,1.0,1.0,1.0
124,713,0.742,0.545,1.0,0.467,1.0,1.0
822,364,0.782,0.65,1.0,1.0,0.4,1.0
185,642,0.555,0.289,0.5,1.0,1.0,1.0
1407,253,0.597,0.25,1.0,0.35,1.0,1.0
664,611,0.51,0.0,1.0,1.0,1.0,0.6
563,108,0.71,0.5,1.0,0.35,1.0,1.0
1030,51,0.792,0.707,1.0,0.233,1.0,1.0
11,253,0.558,0.333,1.0,0.175,0.4,1.0
909,550,0.61,0.267,1.0,1.0,0.4,1.0
1013,299,0.772,0.492,1.0,1.0,1.0,1.0
1212,367,0.671,0.402,1.0,1.0,0.4,1.0
1483,703,0.783,0.652,1.0,1.0,0.4,1.0
414,772,0.582,0.492,0.5,0.35,1.0,1.0
1409,796,0.751,0.447,1.0,1.0,1.0,1.0
451,228,0.457,0.0,1.0,0.467,1.0,0.6
598,268,0.656,0.236,1.0,1.0,1.0,1.0
1027,332,0.599,0.387,0.5,1.0,1.0,1.0
1493,140,0.795,0.545,1.0,1.0,1.0,1.0
818,138,0.385,0.0,1.0,0.35,0.4,0.6
1481,917,0.682,0.453,1.0,0.28,1.0,1.0
366,348,0.72,0.378,1.0,1.0,1.0,1.0
303,532,0.457,0.0,1.0,0.467,1.0,0.6
1490,305,0.452,0.0,1.0,0.42,1.0,0.6
71,436,0.385,0.0,1.0,0.35,0.4,0.6
592,100,0.45,0.0,1.0,1.0,0.4,0.6
617,305,0.709,0.544,1.0,0.14,1.0,1.0
52,990,0.643,0.34,1.0,1.0,0.4,1.0
610,776,0.746,0.436,1.0,1.0,1.0,1.0
932,806,0.871,0.713,1.0,1.0,1.0,1.0
1028,397,0.51,0.0,1.0,1.0,1.0,0.6
1411,25,0.715,0.5,1.0,1.0,0.4,1.0
199,444,0.445,0.0,1.0,0.35,1.0,0.6
109,391,0.635,0.333,1.0,0.35,1.0,1.0
649,919,0.638,0.5,1.0,0.233,0.4,1.0
1274,889,0.756,0.458,1.0,1.0,1.0,1.0
1482,617,0.751,0.447,1.0,1.0,1.0,1.0
51,347,0.835,0.632,1.0,1.0,1.0,1.0
202,744,0.674,0.408,1.0,1.0,0.4,1.0
882,504,0.715,0.5,1.0,1.0,0.4,1.0
221,932,0.45,0.0,1.0,1.0,0.4,0.6
1328,697,0.731,0.535,1.0,1.0,0.4,1.0
1307,958,0.647,0.492,0.5,1.0,1.0,1.0
80,73,0.433,0.0,1.0,0.233,1.0,0.6
503,99,0.702,0.471,1.0,1.0,0.4,1.0
563,153,0.731,0.722,0.64,0.467,1.0,1.0
317,942,0.691,0.447,1.0,1.0,0.4,1.0
299,737,0.852,0.671,1.0,1.0,1.0,1.0
637,906,0.702,0.471,1.0,1.0,0.4,1.0
1309,546,0.764,0.605,1.0,0.42,1.0,1.0
260,843,0.433,0.0,1.0,0.233,1.0,0.6
731,427,0.364,0.0,1.0,0.14,0.4,0.6
1253,605,0.668,0.5,1.0,0.525,0.4,1.0
1193,384,0.718,0.507,1.0,1.0,0.4,1.0
78,50,0.725,0.507,1.0,0.467,1.0,1.0
774,752,0.653,0.507,1.0,0.35,0.4,1.0
1112,964,0.385,0.0,0.5,1.0,1.0,0.6
1009,726,0.681,0.424,1.0,1.0,0.4,1.0
37,264,0.734,0.408,1.0,1.0,1.0,1.0
165,426,0.302,0.0,0.5,0.175,1.0,0.6
312,638,0.63,0.567,0.533,0.42,1.0,1.0
477,878,0.807,0.572,1.0,1.0,1.0,1.0
281,525,0.831,0.625,1.0,1.0,1.0,1.0
156,859,0.793,0.54,1.0,1.0,1.0,1.0
1113,345,0.444,0.369,0.5,0.525,0.4,0.6
356,835,0.51,0.0,1.0,1.0,1.0,0.6
226,27,0.827,0.615,1.0,1.0,1.0,1.0
1174,454,0.745,0.433,1.0,1.0,1.0,1.0
609,327,0.45,0.145,0.5,1.0,1.0,0.6
810,520,0.702,0.507,1.0,0.233,1.0,1.0
659,324,0.548,0.085,1.0,1.0,1.0,0.6
536,426,0.42,0.0,0.64,1.0,1.0,0.6
193,182,0.667,0.577,1.0,0.175,0.4,1.0
201,758,0.796,0.548,1.0,1.0,1.0,1.0
136,574,0.72,0.378,1.0,1.0,1.0,1.0
1235,711,0.756,0.696,1.0,0.525,0.4,1.0
312,458,0.858,0.684,1.0,1.0,1.0,1.0
588,152,0.673,0.378,1.0,0.525,1.0,1.0
696,833,0.833,0.63,1.0,1.0,1.0,1.0
1404,494,0.669,0.408,1.0,0.35,1.0,1.0
638,782,0.45,0.0,1.0,1.0,0.4,0.6
856,722,0.728,0.674,0.5,1.0,1.0,1.0
1453,148,0.51,0.0,1.0,1.0,1.0,0.6
602,246,0.754,0.636,1.0,0.175,1.0,1.0
1356,410,0.417,0.086,1.0,0.28,0.4,0.6
417,980,0.702,0.471,1.0,1.0,0.4,1.0
218,236,0.425,0.0,0.5,1.0,1.0,1.0
24,143,0.611,0.548,0.5,1.0,0.4,1.0
227,108,0.78,0.655,1.0,0.35,1.0,1.0
412,655,0.66,0.548,1.0,0.233,0.4,1.0
724,754,0.634,0.583,0.5,0.467,1.0,1.0
959,836,0.51,0.0,1.0,1.0,1.0,0.6
637,646,0.686,0.436,1.0,1.0,0.4,1.0
366,492,0.778,0.507,1.0,1.0,1.0,1.0
439,616,0.792,0.537,1.0,1.0,1.0,1.0
688,890,0.768,0.485,1.0,1.0,1.0,1.0
1069,245,0.745,0.433,1.0,1.0,1.0,1.0
356,85,0.746,0.436,1.0,1.0,1.0,1.0
1369,956,0.657,0.477,1.0,0.525,0.4,1.0
474,903,0.51,0.0,1.0,1.0,1.0,0.6
934,386,0.51,0.0,1.0,1.0,1.0,0.6
156,153,0.752,0.567,1.0,0.467,1.0,1.0
1086,692,0.785,0.655,1.0,1.0,0.4,1.0
43,380,0.722,0.516,1.0,1.0,0.4,1.0
1219,372,0.565,0.123,1.0,1.0,1.0,0.6
854,101,0.69,0.589,1.0,0.35,0.4,1.0
293,676,0.58,0.25,1.0,0.175,1.0,1.0
781,911,0.692,0.434,1.0,0.467,1.0,1.0
544,439,0.744,0.43,1.0,1.0,1.0,1.0
786,913,0.51,0.0,1.0,1.0,1.0,0.6
1422,583,0.838,0.641,1.0,1.0,1.0,1.0
352,239,0.624,0.612,0.5,0.233,1.0,1.0
1086,402,0.45,0.0,1.0,1.0,0.4,0.6
1192,671,0.744,0.537,1.0,0.525,1.0,1.0
445,699,0.452,0.0,1.0,0.42,1.0,0.6
670,137,0.81,0.577,1.0,1.0,1.0,1.0
304,807,0.822,0.605,1.0,1.0,1.0,1.0
788,725,0.51,0.0,1.0,1.0,1.0,0.6
696,419,0.791,0.535,1.0,1.0,1.0,1.0
133,535,0.65,0.5,1.0,0.35,0.4,1.0
657,95,0.568,0.129,1.0,1.0,1.0,0.6
407,957,0.593,0.544,0.5,0.233,1.0,1.0
81,547,0.257,0.0,0.533,0.233,0.4,0.6
238,91,0.649,0.546,1.0,0.14,0.4,1.0
807,992,0.747,0.572,1.0,1.0,0.4,1.0
1063,427,0.748,0.6,1.0,0.28,1.0,1.0
1446,967,0.803,0.562,1.0,1.0,1.0,1.0
704,951,0.63,0.429,1.0,0.467,0.4,1.0
1193,15,0.695,0.456,1.0,1.0,0.4,1.0
381,738,0.45,0.0,1.0,1.0,0.4,0.6
1229,295,0.751,0.447,1.0,1.0,1.0,1.0
230,450,0.654,0.365,1.0,1.0,0.4,1.0
516,376,0.56,0.112,1.0,1.0,1.0,0.6
62,647,0.51,0.0,1.0,1.0,1.0,0.6
518,586,0.51,0.0,1.0,1.0,1.0,0.6
1466,346,0.68,0.567,0.5,1.0,1.0,1.0
875,125,0.378,0.0,1.0,0.28,0.4,0.6
339,376,0.745,0.433,1.0,1.0,1.0,1.0
416,27,0.45,0.0,1.0,1.0,0.4,0.6
674,895,0.302,0.0,0.5,0.175,1.0,0.6
534,83,0.723,0.49,1.0,0.525,1.0,1.0
1314,953,0.758,0.463,1.0,1.0,1.0,1.0
49,807,0.468,0.077,1.0,0.233,1.0,0.6
861,95,0.775,0.5,1.0,1.0,1.0,1.0
96,756,0.717,0.516,1.0,0.35,1.0,1.0
564,777,0.894,0.765,1.0,1.0,1.0,1.0
522,84,0.75,0.445,1.0,1.0,1.0,1.0
711,238,0.66,0.351,1.0,0.525,1.0,1.0
294,870,0.772,0.492,1.0,1.0,1.0,1.0
478,861,0.549,0.408,0.5,1.0,0.4,1.0
794,286,0.45,0.0,1.0,1.0,0.4,0.6
145,311,0.778,0.612,1.0,0.525,1.0,1.0
